iso3,country,year,indicator_code,indicator_name,value,unit,vintage,source
CHL,Chile,2021,GGXWDG_NGDP,Dívida bruta do governo geral,36.447857,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2022,GGXWDG_NGDP,Dívida bruta do governo geral,37.907331,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2023,GGXWDG_NGDP,Dívida bruta do governo geral,39.41519,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2024,GGXWDG_NGDP,Dívida bruta do governo geral,41.650148,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2025,GGXWDG_NGDP,Dívida bruta do governo geral,41.774031,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2026,GGXWDG_NGDP,Dívida bruta do governo geral,42.465045,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2027,GGXWDG_NGDP,Dívida bruta do governo geral,44.437499,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2028,GGXWDG_NGDP,Dívida bruta do governo geral,45.527215,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2029,GGXWDG_NGDP,Dívida bruta do governo geral,46.817633,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2000,GGXONLB_NGDP,Saldo primário do governo geral,-0.054988,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2001,GGXONLB_NGDP,Saldo primário do governo geral,-0.037378,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2002,GGXONLB_NGDP,Saldo primário do governo geral,-0.677919,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2003,GGXONLB_NGDP,Saldo primário do governo geral,0.11242,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2004,GGXONLB_NGDP,Saldo primário do governo geral,2.548627,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2005,GGXONLB_NGDP,Saldo primário do governo geral,5.006477,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2006,GGXONLB_NGDP,Saldo primário do governo geral,7.681129,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2007,GGXONLB_NGDP,Saldo primário do governo geral,7.769582,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2008,GGXONLB_NGDP,Saldo primário do governo geral,3.572791,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2009,GGXONLB_NGDP,Saldo primário do governo geral,-4.458595,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2010,GGXONLB_NGDP,Saldo primário do governo geral,-0.312418,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2011,GGXONLB_NGDP,Saldo primário do governo geral,1.523722,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2012,GGXONLB_NGDP,Saldo primário do governo geral,0.79191,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2013,GGXONLB_NGDP,Saldo primário do governo geral,-0.389328,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2014,GGXONLB_NGDP,Saldo primário do governo geral,-1.352395,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2015,GGXONLB_NGDP,Saldo primário do governo geral,-1.871309,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2016,GGXONLB_NGDP,Saldo primário do governo geral,-2.377355,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2017,GGXONLB_NGDP,Saldo primário do governo geral,-2.267493,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2018,GGXONLB_NGDP,Saldo primário do governo geral,-1.111919,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2019,GGXONLB_NGDP,Saldo primário do governo geral,-2.380062,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2020,GGXONLB_NGDP,Saldo primário do governo geral,-6.5749,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2021,GGXONLB_NGDP,Saldo primário do governo geral,-6.902863,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2022,GGXONLB_NGDP,Saldo primário do governo geral,1.839579,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2023,GGXONLB_NGDP,Saldo primário do governo geral,-1.913456,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
CHL,Chile,2024,GGXONLB_NGDP,Saldo primário do governo geral,-2.051186,% do PIB,FM-2026-04,IMF Fiscal Monitor April 2026 (DataMapper)
